report_begin_date,report_end_date,report_date,published_Date,market_type,state,city,slug_id,slug_name,report_title,final_ind,report_narrative,special_notes,_section,published_date,office_name,office_state,office_city,market_location_name,market_location_state,market_location_city,group,category,commodity,variety,repack,package,storage,transportation_mode,grade,unit_sales,item_size,appearance,quality,condition,organic,crop,origin,district,environment,properties,low_price,high_price,mostly_low_price,mostly_high_price,market_tone_comments,offerings_comments,reporter_comment,commodity_comments,report_footnotes
01/21/2026,01/21/2026,01/21/2026,01/21/2026 09:17:31,Terminal,CA,Los Angeles,2308,HC_FV030,Los Angeles Terminal Market Onions and Potatoes Prices (HC_FV030),Final,"Email: LosAngelesSCMNData@usda.gov                                             
WEATHER AT 7:00 AM:  Fog 57
YESTERDAY'S HIGH  75",,Report Header,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/20/2026,01/20/2026,01/20/2026,01/20/2026 12:37:34,Terminal,CA,Los Angeles,2308,HC_FV030,Los Angeles Terminal Market Onions and Potatoes Prices (HC_FV030),Final,"Email: LosAngelesSCMNData@usda.gov                                             
WEATHER AT 7:00 AM:  Clear 53
YESTERDAY'S HIGH  74

                  *** Market Tones omitted as no reports were issued Monday, January 19, 2026, while this office was closed in observance of the Birthday of Martin Luther King, Jr. ***",,Report Header,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/16/2026,01/16/2026,01/16/2026,01/16/2026 11:29:08,Terminal,CA,Los Angeles,2308,HC_FV030,Los Angeles Terminal Market Onions and Potatoes Prices (HC_FV030),Final,"Email: LosAngelesSCMNData@usda.gov                                             
WEATHER AT 7:00 AM:  Clear 54
YESTERDAY'S HIGH  84

*** No reports will be issued Monday, January 19, 2026, in observance of the Birthday of Martin Luther King, Jr.
            Los Angeles Terminal Market will remain open - Next report will be Tuesday, January 20, 2026 ***",,Report Header,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/15/2026,01/15/2026,01/15/2026,01/15/2026 12:41:13,Terminal,CA,Los Angeles,2308,HC_FV030,Los Angeles Terminal Market Onions and Potatoes Prices (HC_FV030),Final,"Email: LosAngelesSCMNData@usda.gov                                             
WEATHER AT 7:00 AM:  Sunny 58
YESTERDAY'S HIGH  82",,Report Header,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/14/2026,01/14/2026,01/14/2026,01/14/2026 14:21:34,Terminal,CA,Los Angeles,2308,HC_FV030,Los Angeles Terminal Market Onions and Potatoes Prices (HC_FV030),Final,"Email: LosAngelesSCMNData@usda.gov                                             
WEATHER AT 7:00 AM:  Sunny 54
YESTERDAY'S HIGH  82",,Report Header,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/13/2026,01/13/2026,01/13/2026,01/13/2026 14:01:09,Terminal,CA,Los Angeles,2308,HC_FV030,Los Angeles Terminal Market Onions and Potatoes Prices (HC_FV030),Final,"Email: LosAngelesSCMNData@usda.gov                                             
WEATHER AT 7:00 AM:  Clear 49
YESTERDAY'S HIGH  75",,Report Header,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/12/2026,01/12/2026,01/12/2026,01/12/2026 13:13:09,Terminal,CA,Los Angeles,2308,HC_FV030,Los Angeles Terminal Market Onions and Potatoes Prices (HC_FV030),Final,"Email: LosAngelesSCMNData@usda.gov                                             
WEATHER AT 7:00 AM:  Clear 47
YESTERDAY'S HIGH  77",,Report Header,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/09/2026,01/09/2026,01/09/2026,01/09/2026 12:15:19,Terminal,CA,Los Angeles,2308,HC_FV030,Los Angeles Terminal Market Onions and Potatoes Prices (HC_FV030),Final,"Email: LosAngelesSCMNData@usda.gov                                             
WEATHER AT 7:00 AM:  Clear 44
YESTERDAY'S HIGH  63",,Report Header,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/08/2026,01/08/2026,01/08/2026,01/08/2026 12:38:33,Terminal,CA,Los Angeles,2308,HC_FV030,Los Angeles Terminal Market Onions and Potatoes Prices (HC_FV030),Final,"Email: LosAngelesSCMNData@usda.gov                                             
WEATHER AT 7:00 AM:  Clear 50
YESTERDAY'S HIGH  66",,Report Header,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/07/2026,01/07/2026,01/07/2026,01/07/2026 12:56:47,Terminal,CA,Los Angeles,2308,HC_FV030,Los Angeles Terminal Market Onions and Potatoes Prices (HC_FV030),Final,"Email: LosAngelesSCMNData@usda.gov                                             
WEATHER AT 7:00 AM:  Clear 53
YESTERDAY'S HIGH  66",,Report Header,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/06/2026,01/06/2026,01/06/2026,01/06/2026 13:53:11,Terminal,CA,Los Angeles,2308,HC_FV030,Los Angeles Terminal Market Onions and Potatoes Prices (HC_FV030),Final,"Email: LosAngelesSCMNData@usda.gov                                             
WEATHER AT 7:00 AM:  Clear 55
YESTERDAY'S HIGH  63",,Report Header,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/05/2026,01/05/2026,01/05/2026,01/05/2026 13:51:39,Terminal,CA,Los Angeles,2308,HC_FV030,Los Angeles Terminal Market Onions and Potatoes Prices (HC_FV030),Final,"Email: LosAngelesSCMNData@usda.gov                                             
WEATHER AT 7:00 AM:  Clear 55
YESTERDAY'S HIGH  63",,Report Header,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/02/2026,01/02/2026,01/02/2026,01/02/2026 13:27:24,Terminal,CA,Los Angeles,2308,HC_FV030,Los Angeles Terminal Market Onions and Potatoes Prices (HC_FV030),Final,"Email: LosAngelesSCMNData@usda.gov                                             
WEATHER AT 7:00 AM:  Mostly Sunny 54
YESTERDAY'S HIGH 66",,Report Header,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/2025,12/31/2025,12/31/2025,12/31/2025 12:56:49,Terminal,CA,Los Angeles,2308,HC_FV030,Los Angeles Terminal Market Onions and Potatoes Prices (HC_FV030),Final,"Email: LosAngelesSCMNData@usda.gov                                             
WEATHER AT 7:00 AM:  Passing Clouds 66
YESTERDAY'S HIGH 74

*** No reports will be issued Thursday, January 1, 2026, in observance of New Year's Day.  Next report will Friday, January 2, 2026 ***",,Report Header,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/30/2025,12/30/2025,12/30/2025,12/30/2025 13:18:40,Terminal,CA,Los Angeles,2308,HC_FV030,Los Angeles Terminal Market Onions and Potatoes Prices (HC_FV030),Final,"Email: LosAngelesSCMNData@usda.gov                                             
WEATHER AT 7:00 AM:  Overcast 63
YESTERDAY'S HIGH 76",,Report Header,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/29/2025,12/29/2025,12/29/2025,12/29/2025 13:27:36,Terminal,CA,Los Angeles,2308,HC_FV030,Los Angeles Terminal Market Onions and Potatoes Prices (HC_FV030),Final,"Email: LosAngelesSCMNData@usda.gov                                             
WEATHER AT 7:00 AM:  Clear 46
YESTERDAY'S HIGH 70

Market tones omitted as the Market News office was closed December 24-26, 2025, in observance of the Christmas Day federal holiday while the market remained open for business.",,Report Header,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/23/2025,12/23/2025,12/23/2025,12/23/2025 12:22:08,Terminal,CA,Los Angeles,2308,HC_FV030,Los Angeles Terminal Market Onions and Potatoes Prices (HC_FV030),Final,"Email: LosAngelesSCMNData@usda.gov                                             
WEATHER AT 7:00 AM:  Scattered Clouds 60
YESTERDAY'S HIGH 66

*** No reports will be issued Wednesday through Friday, December 24-26, 2025, in observance of Christmas holiday *** 
*** The Los Angeles Wholesale Produce Market will be open for business.  Next report will be Monday, December 29th, 2025 ***",,Report Header,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/22/2025,12/22/2025,12/22/2025,12/22/2025 12:12:46,Terminal,CA,Los Angeles,2308,HC_FV030,Los Angeles Terminal Market Onions and Potatoes Prices (HC_FV030),Final,"Email: LosAngelesSCMNData@usda.gov                                             
WEATHER AT 7:00 AM:  Fog 52
YESTERDAY'S HIGH 65",,Report Header,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/21/2026,01/21/2026,01/21/2026,,Terminal,,,2308,HC_FV030,Los Angeles Terminal Market Onions and Potatoes Prices (HC_FV030),,"Email: LosAngelesSCMNData@usda.gov                                             
WEATHER AT 7:00 AM:  Fog 57
YESTERDAY'S HIGH  75",,Report Details,01/21/2026 09:17:31,"Los Angeles, California - SC",CA,Los Angeles,Los Angeles Terminal Market,CA,Los Angeles,Specialty Crops,Onions And Potatoes,"Onions, Dry",YELLOW,N/A,50 lb sacks,N/A,N/A,N/A,N/A,colossal,N/A,N/A,N/A,N,N/A,Nevada,N/A,N/A,SPANISH HYBRID,13.00,,,,MARKET STEADY,,,,
01/21/2026,01/21/2026,01/21/2026,,Terminal,,,2308,HC_FV030,Los Angeles Terminal Market Onions and Potatoes Prices (HC_FV030),,"Email: LosAngelesSCMNData@usda.gov                                             
WEATHER AT 7:00 AM:  Fog 57
YESTERDAY'S HIGH  75",,Report Details,01/21/2026 09:17:31,"Los Angeles, California - SC",CA,Los Angeles,Los Angeles Terminal Market,CA,Los Angeles,Specialty Crops,Onions And Potatoes,"Onions, Dry",YELLOW,N/A,50 lb sacks,N/A,N/A,N/A,N/A,super colossal,N/A,N/A,N/A,N,N/A,Nevada,N/A,N/A,SPANISH HYBRID,14.00,,,,MARKET STEADY,,,,
01/21/2026,01/21/2026,01/21/2026,,Terminal,,,2308,HC_FV030,Los Angeles Terminal Market Onions and Potatoes Prices (HC_FV030),,"Email: LosAngelesSCMNData@usda.gov                                             
WEATHER AT 7:00 AM:  Fog 57
YESTERDAY'S HIGH  75",,Report Details,01/21/2026 09:17:31,"Los Angeles, California - SC",CA,Los Angeles,Los Angeles Terminal Market,CA,Los Angeles,Specialty Crops,Onions And Potatoes,Potatoes,YELLOW TYPE,N/A,50 lb cartons,N/A,N/A,U.S. One,N/A,"Creamers 3/4-1 5/8""",N/A,N/A,N/A,N,N/A,Washington,N/A,N/A,,46.00,48.00,,,MARKET STEADY,,,,
01/21/2026,01/21/2026,01/21/2026,,Terminal,,,2308,HC_FV030,Los Angeles Terminal Market Onions and Potatoes Prices (HC_FV030),,"Email: LosAngelesSCMNData@usda.gov                                             
WEATHER AT 7:00 AM:  Fog 57
YESTERDAY'S HIGH  75",,Report Details,01/21/2026 09:17:31,"Los Angeles, California - SC",CA,Los Angeles,Los Angeles Terminal Market,CA,Los Angeles,Specialty Crops,Onions And Potatoes,Potatoes,LONG WHITE,N/A,50 lb cartons,N/A,N/A,U.S. One,N/A,"Creamers 3/4-1 5/8""",N/A,N/A,N/A,N,N/A,Washington,N/A,N/A,,49.00,51.00,,,MARKET STEADY,,,,
01/21/2026,01/21/2026,01/21/2026,,Terminal,,,2308,HC_FV030,Los Angeles Terminal Market Onions and Potatoes Prices (HC_FV030),,"Email: LosAngelesSCMNData@usda.gov                                             
WEATHER AT 7:00 AM:  Fog 57
YESTERDAY'S HIGH  75",,Report Details,01/21/2026 09:17:31,"Los Angeles, California - SC",CA,Los Angeles,Los Angeles Terminal Market,CA,Los Angeles,Specialty Crops,Onions And Potatoes,Potatoes,ROUND RED,N/A,50 lb cartons,N/A,N/A,U.S. One,N/A,"Creamers 3/4-1 5/8""",N/A,N/A,N/A,N,N/A,Washington,N/A,N/A,,44.00,46.00,,,MARKET STEADY,,,,
01/21/2026,01/21/2026,01/21/2026,,Terminal,,,2308,HC_FV030,Los Angeles Terminal Market Onions and Potatoes Prices (HC_FV030),,"Email: LosAngelesSCMNData@usda.gov                                             
WEATHER AT 7:00 AM:  Fog 57
YESTERDAY'S HIGH  75",,Report Details,01/21/2026 09:17:31,"Los Angeles, California - SC",CA,Los Angeles,Los Angeles Terminal Market,CA,Los Angeles,Specialty Crops,Onions And Potatoes,Potatoes,RUSSET,N/A,50 lb sacks,N/A,N/A,U.S. Two,N/A,10 oz minimum,N/A,N/A,N/A,N,N/A,Washington,N/A,N/A,NORKOTAH,11.00,11.50,,,MARKET STEADY,,occasional higher,,
01/21/2026,01/21/2026,01/21/2026,,Terminal,,,2308,HC_FV030,Los Angeles Terminal Market Onions and Potatoes Prices (HC_FV030),,"Email: LosAngelesSCMNData@usda.gov                                             
WEATHER AT 7:00 AM:  Fog 57
YESTERDAY'S HIGH  75",,Report Details,01/21/2026 09:17:31,"Los Angeles, California - SC",CA,Los Angeles,Los Angeles Terminal Market,CA,Los Angeles,Specialty Crops,Onions And Potatoes,Potatoes,RUSSET,N/A,baled 10 5-lb film bags,N/A,N/A,U.S. One,N/A,non size A,N/A,N/A,N/A,N,N/A,Washington,N/A,N/A,NORKOTAH,10.00,10.50,,,MARKET STEADY,,,,
01/21/2026,01/21/2026,01/21/2026,,Terminal,,,2308,HC_FV030,Los Angeles Terminal Market Onions and Potatoes Prices (HC_FV030),,"Email: LosAngelesSCMNData@usda.gov                                             
WEATHER AT 7:00 AM:  Fog 57
YESTERDAY'S HIGH  75",,Report Details,01/21/2026 09:17:31,"Los Angeles, California - SC",CA,Los Angeles,Los Angeles Terminal Market,CA,Los Angeles,Specialty Crops,Onions And Potatoes,Potatoes,RUSSET,N/A,baled 5 10-lb film bags,N/A,N/A,U.S. One,N/A,non size A,N/A,N/A,N/A,N,N/A,Washington,N/A,N/A,NORKOTAH,9.00,9.50,,,MARKET STEADY,,,,
01/21/2026,01/21/2026,01/21/2026,,Terminal,,,2308,HC_FV030,Los Angeles Terminal Market Onions and Potatoes Prices (HC_FV030),,"Email: LosAngelesSCMNData@usda.gov                                             
WEATHER AT 7:00 AM:  Fog 57
YESTERDAY'S HIGH  75",,Report Details,01/21/2026 09:17:31,"Los Angeles, California - SC",CA,Los Angeles,Los Angeles Terminal Market,CA,Los Angeles,Specialty Crops,Onions And Potatoes,"Onions, Dry",YELLOW,N/A,50 lb sacks,N/A,N/A,N/A,N/A,super colossal,N/A,N/A,N/A,N,N/A,Washington,N/A,N/A,HYBRID,14.00,14.50,,,MARKET STEADY,,,,
